sentence1	sentence2	sem	syn	morph	lex
trump has in the past used sarcasm .	mr. trump has used the sarcasm defense before .	0.767226032	0.933333333	0.923348696	0.666666667
in june of next year the number of these legal centres is to lose 30 % of federal funding .	"from june next year , those legal centres are slated to lose another 30 per cent of their federal funding ."	0.778307259	0.756756757	0.960246105	0.571428571
that is a good friend .	a good friend .	0.788206114	0.75	0.96224557	0.60653066
"sultana was 17 years old and , according to his family , he died just when they are planning a departure from the war-torn country and return to britain ."	"sultana was 17 years old and , according to her family , died just as she was making plans to flee the war-torn country and return to britain ."	0.788480144	0.836363636	0.981757987	0.699593273
the information will be used for the client targeted marketing .	the information is used to target marketing to the customer .	0.78862601	0.9	0.947027745	0.545454545
"although venus most likely was once habitable , it was exposed to excessive heat and ultra-violet light for several billion years ."	"though likely once habitable , venus was -- over the course of several billion years -- exposed to too much heat and ultraviolet light ."	0.80309609	0.80952381	0.968455855	0.6
"the key issue is syria , where moscow has recently reconciled themselves with the peacemaker role , but in which russia and turkey support opposing sides ."	"the key one is syria , where moscow has recently been casting itself as peacemaker but where russia and turkey back opposite sides ."	0.805532946	0.913043478	0.976694841	0.588331268
"voutilainen said stt , that access to documents can not be based on authority &apos;s own guidelines , but it is based on the law ."	"voutilainen says to stt that document access cannot be based on an official ’ s own policies , but it is based on law ."	0.813826742	0.833333333	0.989313571	0.685402597
one explanation could be that an ambitious person lives in a way which brings his lives for further years .	one explanation could be that an ambitious person most likely lives in a way that brings extra years to their life .	0.815579606	0.95	0.984985873	0.681818182
these are the olympic games that separate me from others .	these are the olympics that separate me from the pack .	0.822288331	0.9	0.976320895	0.727272727
the detainees are believed to have links with the isis extremist organization .	the arrested people are suspected of having contact with extremist organisation isis .	0.833378459	0.833333333	0.952822371	0.461538462
"first there was the tsunami , then avian influenza and the bombing of last year in bangkok ."	"first a tsunami , then the bird flu , and last year a bomb attack in bangkok ."	0.836324898	0.709677419	0.967498588	0.611111111
"the streets of the city are typically a quiet , safe and clean ."	"and its streets are typically quiet , safe and clean ."	0.841128637	0.761904762	0.944107345	0.622882135
melissa gonzalez added the last goal in the middle of the fourth batch .	melissa gonzalez added the final goal midway through the fourth period .	0.854436365	0.916666667	0.956884652	0.56432115
glover will attend the wedding next month when she gets married with tv adventurer steve backshall .	"glover has a wedding to attend next month , her own to television adventurer steve backshall ."	0.854857648	0.838709677	0.953466123	0.529411765
45-year-old italian is the sixth jockey to reach that milestone in the race .	the 45-year-old italian is the sixth jockey to reach the landmark in flat racing .	0.860287034	0.967741935	0.985729889	0.733333333
"london olympics volunteers and army personnel were allowed to sit in the empty places , but in rio , this is not allowed , because the organizers need the money and trying to get the tickets sold until the last moment ."	"in london olympics , the voluntary workers and army personnel were allowed to sit on the empty seats , but in rio this has not been allowed yet , as the organisers need money and attempt to sell the tickets until the very last moment ."	0.883747532	0.8	0.99404922	0.739130435
this was done just in time when hindes appeared .	they did so just in time as hindes emerged .	0.887864885	0.888888889	0.928803803	0.5
"islamist terrorism has also been ruled out , according to thailand &apos;s police news agency ap ."	"also islamic terrorism has been ruled out , thailand police report according to the news agency ap ."	0.889039832	0.75	0.990098038	0.745699431
the rating is updated monthly .	the classification is updated monthly .	0.889498602	1	0.972872295	0.833333333
the sons &amp; daughters representative said they were &quot; horrified and shocked &quot; by his death .	a spokesperson for sons &amp; daughters said they were &quot; shocked and devastated &quot; by his death .	0.904389221	0.848484848	0.991460256	0.833333333
"we got up , because here was so quiet - we &apos;re not used to it !"	we got up because it was so quiet here - we &apos;re not used to that !	0.905748119	0.967741935	0.993348688	0.95
"if the tweet is not displaying properly , you can watch it here ."	"if the tweet isn ’ t visible , you can see it here ."	0.911177898	0.833333333	0.962057213	0.642857143
"the aircraft was on a training flight , and as part of the exercise the pilot was asked to identify fishing boats"	the plane was on a training flight and the pilot was being asked to identify fishing boats as part of the exercise	0.911801879	0.88372093	0.995802289	0.909090909
"meanwhile , in germany and sweden , food has become one percent more expensive ."	at the same time food in germany and sweden is one per cent more expensive .	0.919724936	0.740740741	0.952787573	0.5625
"fortunately , however , everything went well ."	"happily , it all went very well ."	0.922851239	0.727272727	0.868493038	0.5
"the growing interest in intestinal health is a global phenomenon , and this documentary allows us an interesting way to tell more about it to consumers ."	growing interest in gut health is a global phenomenon and with the documentary we could provide consumers with more information about it in an interesting way .	0.925506143	0.784313725	0.975006201	0.703703704
u-lock give the bike better protection than many other forms of lock .	a u-lock gives a bicycle better protection than many other locks .	0.931717253	0.88	0.947408531	0.536692575
"many still have the idea that the number of jobs is independent of the number of people employed , which is almost constant ."	"many still have an image that the number of jobs does not depend on the number of working people , so that it is almost constant ."	0.952875911	0.808510638	0.977015963	0.62962963
"the temperature is no longer very summery , as mercury in the whole country is below 20 degrees ."	"the temperatures are not very summery anymore , because the mercury will stay below 20 degrees in the whole country ."	0.95362824	0.777777778	0.971857753	0.619047619
senate republicans have blocked garland &apos;s confirmation since president barack obama appointed him to in march .	senate republicans have blocked garland &apos;s confirmation since president barack obama nominated him in march .	0.965830562	0.96969697	0.993123579	0.898796349
"ethiopia is , after nigeria , africa &apos;s second most populous country , and western countries appreciate its stability ."	"ethiopia is the second most populous nation in africa , after nigeria , and its stability is cherished by the west ."	0.96798491	0.722222222	0.975484364	0.608085569
a resident of banff has asked for help to identify the fish that have appeared in his garden .	a banff man has appealed for help in identifying fish that have appeared in his garden in banff .	0.969018445	0.888888889	0.976292055	0.684210526
the picture shows how enormously lotta has changed over the years .	the picture shows the huge change in lotta ’ s appearance during the years .	0.979040241	0.8	0.942201402	0.466666667
"sir eric said , that evidence of fraud is found all over the country ."	sir eric said there was evidence of fraud across the country .	0.98208115	0.75	0.971584122	0.584100587
"according to ismo riita , managing director of k-plus oy , the feedback from the program has been mainly positive ."	"according to k-plus oy managing director ismo riitala , the feedback from the programme has been mainly positive ."	0.982884924	0.918918919	0.990672789	0.80534156
"last week alone , thousands of people rushed into the streets demanding radical political change ."	"in the last week alone , thousands of people stormed into the streets , demanding fundamental political change ."	0.984194524	0.866666667	0.986028221	0.736842105
the first steps towards a new approach were taken 30 years ago .	the first steps toward new workings were taken already 30 years ago .	0.992254867	0.916666667	0.973800748	0.769230769
"the turkish president deliberately avoided answering the question of their differences , while putin chose to emphasize them ."	"turkey &apos;s president deliberately avoided answering a question on their differences , while mr putin chose to underline them ."	1.033180758	0.833333333	0.979108794	0.608695652
"the seller denied the claim , but tola and waroma won the deal both in the district court and in the court of appeal ."	"the seller contested the claim , but tola and waroma won the case in both the district court and the court of appeal ."	1.03795047	0.888888889	0.994610402	0.879257002
rt business : trade between russia and iran is suddenly growing at 71 %	trade between russia &amp; iran surges 71 % - rt business	1.040018012	0.761904762	0.921966403	0.569822202
"activity helps in weight management , high blood pressure , and diabetes . its benefits are too diverse to be listed here ."	"activity helps with weight management , high blood pressure , diabetes and a long list of benefits too long to list here ."	1.044990298	0.717948718	0.980059429	0.695652174
the victim lay on the motorway in the middle of the night .	the victim was lying on the motorway in the middle of the night .	1.05898189	0.88	0.992830032	0.857142857
"i had hoped that i was involved until the end , but it is not now possible ."	"i had hoped to see it through to the end , but that won &apos;t be possible now ."	1.080660867	0.882352941	0.952702801	0.545454545
the cause of skin aging is air pollution .	the reason for skin aging is air pollution .	1.083021497	1	0.963737275	0.777777778
"&quot; hillary clinton and tim kaine set a benchmark for financial transparency , &quot; clinton &apos;s campaign assistant jennifer palmieri said in a statement ."	"&quot; hillary clinton and tim kaine continue to set the standard for financial transparency , &quot; clinton campaign aide jennifer palmieri said in a statement ."	1.087308504	0.791666667	0.992899194	0.779589154
"when putin rose to power , he cited ivanov as one of the five people he trusted most ."	"when mr putin came to power , he named mr ivanov as one of the five people he trusted most ."	1.103688606	0.777777778	0.988841285	0.80952381
"child benefit , national pension , basic unemployment and nearly all other benefits linked to the national pensions index are cut by 0.85 percent ."	"child benefit , national pension , basic unemployment security , and nearly all the other benefits tied to national pension index are being cut 0.85 per cent ."	1.103738965	0.708333333	0.991485917	0.75
jari sillanpää has been among the finnish favorite artists for over 20 years .	jari sillanpää has been one of the finns ’ favourite artists already for over 20 years .	1.133558402	0.896551724	0.969062432	0.647058824
"the three-time champion dettori , who won earlier in ghayyar , said : &quot; this is special . &quot;"	"three-time champion jockey dettori , who earlier won on ghayyar , said : &quot; it &apos;s special . &quot;"	1.170306616	0.909090909	0.987906955	0.730769231
other deep lakes are inarijärvi ( 92 meters ) and suvasvesi ( 90 meters ) .	other deep lakes include inarijärvi ( 92 metres ) and suvasvesi ( 90 metres ) .	1.173704165	0.909090909	0.990876459	0.8125
the s group says it will inform its customers of the change .	s group says it will inform its customers about the change .	1.193147809	0.869565217	0.97129139	0.843374047
"at the beginning of the 2010s , the price of food rose sharply ."	"in the beginning of the 2010s , the price of the food rose sharply ."	1.246153516	0.96	0.990291966	0.866666667
how does it work ?	so how does it work ?	1.249481813	0.888888889	0.956849738	0.833333333
we have people who say : ” i don &apos;t have a record player . ”	we have people saying : &quot; i don &apos;t have a record player . &quot;	1.256019052	0.740740741	0.930698951	0.681818182
"on friday , trump tried once again to return to the subject ."	"on friday , mr. trump tried again to return to that subject ."	1.353933378	0.818181818	0.985987205	0.846153846
russian imports from iran increased by 16 percent to $ 158 million .	russian imports from iran increased by 16 percent to $ 158 million .	1.363779166	1	1	1
there is also an economic motive .	there is also an economic motive .	1.391524927	1	1	1
the most effective channel is email .	the most effective channel is email .	1.397443107	1	1	1
"emets makfarlains beard : &quot; are you a direct cbc just said 14 strabane theismann from china &apos; , as in &apos; ? ? ? ? &quot; ."	"emmett macfarlane tweeted , &quot; did the cbc announcer just say the 14-year-old swimmer from china &apos; died like a pig &apos; &quot; ? ? ? ?"	-1.68253166	0.888888889	0.969614509	0.610866379
ours longer stays .	our athletes cannot grow taller .	-1.61707823	0.666666667	0.818664622	0.142857143
"from the first to the last , vēzienam gloveres staningas and achieve gold , had a special role in estacio da rip david . &quot;"	"from the first stroke to the last , 220 punishing heaves into history , helen glover and heather stanning found added meaning in their golden moment at the estacio da lagoa ."	-1.544526433	0.705882353	0.962665731	0.40625
between netīrākajām beaches are also sites in riga .	the swimming areas of riga are also on the list of the dirtiest beaches .	-1.514274421	0.727272727	0.90321679	0.333333333
it will be parazynski might on the medals .	the decisive final race for medals is taking place on saturday .	-1.510979843	0.631578947	0.925158886	0.333333333
"the women were preparing to eat their husbands-workers and breakfast , lunch and dinner so freshly prepared for fresh sacepings ."	"teams of women cooked for male farmworkers , and fresh-baked pie was served at breakfast , lunch and dinner ."	-1.507844576	0.631578947	0.950898366	0.428053241
so in the middle of the night in the escapees .	the victim was lying on the motorway in the middle of the night .	-1.449642638	0.869565217	0.946186309	0.571428571
"&quot; he said that a broad , playgrounds , a ship with various elements of the blackberry , the loud , one-bedroom apartment ."	"a spacious , multifunctional ship-like play-structure with various climbing elements , little bridges , games , tubes and slides has been set up on the kipsala beach ."	-1.413615699	0.711111111	0.969705055	0.357142857
the law has been cleared by the legal vacancies of children &apos;s parents and went on to the point .	in less than half an hour the police officers identified the possible location of the children &apos;s parents .	-1.412829505	0.666666667	0.955464531	0.477781518
"in addition , the waste water during heavy rainfall may be ieskaloti , thus it is a male quality ."	"besides , garbage left on the ground can be washed into the water during heavy rain thus largely damaging its quality ."	-1.350140901	0.702702703	0.951089558	0.409090909
and it &apos;s nothing that the wet stage a paslīdēt also came into being .	and it is not a big deal that a few feet slipped on the wet stage .	-1.293176172	0.709677419	0.954476371	0.443705009
mr kou apēda a few .	"mr. coe went back for seconds , and thirds ."	-1.282862398	0.769230769	0.891159104	0.1
"it was too painful , as if to see mirstam their domestic animals ."	it was too painful as if watching your pet die .	-1.272419453	0.818181818	0.948228042	0.484463882
"in rembat , the buyer tries out a motorcycle ."	customer flees with motorcycle during test drive .	-1.262219221	0.8	0.881749128	0.194700196
"consequently , ireland &apos;s sparring race in rio has concluded ."	therefore the judo contest in rio is over for latvia .	-1.248459419	0.8	0.917495183	0.207627378
it left the office ?	did he step down voluntarily ?	-1.244945391	0.666666667	0.755392413	0.166666667
"kou &quot; paper &quot; the the risk &apos; to describe chinese cuisine in america , but its ziegelmane paper &apos; 97 &quot; &quot; describe life via a rent a manhattan &apos;s eastern ."	"mr. coe &apos;s last book , &quot; chop suey , &quot; was about chinese cuisine in america , while ms. ziegelman told the story of life in a lower east side tenement through food in her book &quot; 97 orchard . &quot;"	-1.243262375	0.676056338	0.962462081	0.490566038
"&quot; it &apos;s not what it was , but the words of sports journalist krieviskajos , vladimir ."	"&quot; vladimirs &quot; is not the person one might think about globally ; in fact , we mean the most experienced sports journalist in the russian-language media in latvia , vladimirs ivanovs ."	-1.239415876	0.652173913	0.953367378	0.324324324
the indian capital city of robbing on the side of the road of a dying man .	a dying man robbed on roadside in india .	-1.220774996	0.666666667	0.914417543	0.228395717
this combination can lead to cop .	"combined in one meal , they can make you feel satiated ."	-1.212902194	0.625	0.900661085	0.166666667
girls have been told about what they have done .	the girls told their parents about what had happened .	-1.198810318	0.777777778	0.949522599	0.5
pannā uzkarsē oil .	heat oil in a frying-pan .	-1.196901076	0.666666667	0.858543509	0.333333333
hofsteller adds : &quot; it would learn the prosecutor . &quot;	"that &apos;s what the prosecutor must determine , &quot; said hofstetter ."	-1.185533731	0.8	0.951276555	0.470588235
"the games end svilpei , fiji could begin to celebrate , but the british people after losing the ability to just sit down zālītē ."	"the whistle went , the fijians embraced and gb hit the turf , thoroughly beaten ."	-1.1799803	0.685714286	0.927161161	0.213668559
"he himself after it netiecās , simply nealka &apos;s ."	"it wasn &apos;t really his aspiration , nor did he crave fame ."	-1.139119697	0.666666667	0.888567814	0.4375
"the rebuls compare stars with deeds , more fruit and more fruit to be bought by the first of the small fruit and the number of fruit plants ."	"rebull likens the stars to dancers , larger ones pirouetting more slowly than smaller ones ."	-1.125942271	0.634146341	0.915626561	0.166405241
"british landowners might twice a good olympic record and wins , &quot; he said ."	great britain &apos;s track cycling team breaks the olympic record twice and wins in sprint .	-1.095846312	0.75862069	0.93431343	0.421052632
that is why i am with understanding against your desire to change the rural .	therefore i understand your wish to change the things you work on .	-1.079197157	0.769230769	0.951727354	0.395724886
"the girl whose old parents have been adopted when she was inferior and who was discovered by the third country of the eimia burmy mother in the sports boy where broad manes ternally took place , has now become a force to take account of the force ."	the girl adopted by her grandparents as a toddler and discovered by coach aimee boorman &apos;s mother during a field trip to the gym where boorman was coaching has become a force .	-1.058890426	0.734177215	0.957990883	0.31845836
"the festival will take place susējas - no longer neeksistējoša village - the former pagastmājas courtyard , adjacent mežiņos and cirsmās ."	"the festival will take place in the back yard of the town council of suseja , a village that does not exist anymore , and in the surrounding woods and tree-felling areas ."	-1.048922188	0.693877551	0.954978377	0.303030303
the wheeled the bag with documents and mobile phones .	a bag with documents and mobile phone was also left in the strollers .	-1.047967937	0.727272727	0.956988894	0.5
"we have some of the world cup , and also in the frame ."	there remain a few world cup tournaments and also the jurmala &quot; masters &quot; .	-1.047062057	0.692307692	0.911964337	0.315789474
"he added that the &quot; cannes beaches is not , since , when the centre-right &apos; ignore &apos; the linārs signed this order and it entered into force ."	"he added that burkini swimsuits on the beaches of cannes haven &apos;t been seen since july 28 when linard , a member of the center-right party the republicans , signed this ordinance and it came into force ."	-1.03711705	0.71875	0.945764804	0.536585366
you either !	guess what !	-1.033693257	1	0.811636399	0.333333333
paul mccreevy has recognised that the beloved presence of the belt has created a sense of the threat of the legendary group the beatles .	paul mccartney has admitted that the presence of yoko ono made the legendary band the beatles feel jeopardized .	-1.033374101	0.80952381	0.973762715	0.42217592
the world of small kuģotājiem fantāzijas paspilgtina atrakcijas location on the shores of the daugava river with a view to the passenger port and there &apos;s cruise ships .	"the nautically-themed fantasy world is enhanced by its location near the daugava riverbank , opening a view to the passenger terminal and cruise ships ."	-1.032372063	0.754716981	0.96905948	0.423238895
before the tournament already immediately said that izloze is neērtākā what could have been .	we already told right after the draw that we &apos;ve picked the most difficult lot possible .	-1.028149587	0.774193548	0.921594759	0.2
"the problems began when the between the beijing and london olympics , had to replace experienced , specialist three-euro stafu ."	the issue between beijing and london was replacing specialist starter jamie staff .	-1.027879509	0.64516129	0.95376691	0.291002383
the total loss of all on board .	"eventually it resulted in a loss , shown on the scoreboard ."	-1.024657602	0.705882353	0.906558503	0.333333333
"however , putin izstarojošā peculated showed that russia was not forgotten ."	but a lingering coolness emanating from mr putin showed that russia &apos;s leader has forgotten nothing .	-1.012909028	0.740740741	0.937448642	0.3
"the image , which has been linked to the groups &apos; numinous &apos; , and their relatives , referred to call and , with both objects and memory ."	also other musicians who had this or another kind of connection with &quot; livi &quot; as well as their families came up and shared both items and memories .	-1.005312985	0.730769231	0.945432082	0.303030303
"this was the first us early brigas guys a break , in each of the first three games , was ."	"the shutout was the first of the tournament for the united states goalie , jackie briggs , who had allowed one goal in each of the first three victories ."	-1.004050872	0.711111111	0.971738186	0.4
both sides of the pedestrian sidewalk found čaulīt .	"there were casings in the street , on both sides of the sidewalk ."	-1.000393708	0.7	0.957105778	0.428571429
and so does bama .	so is bam .	-0.975267082	0.857142857	0.933161458	0.389400392
"on this facebook page it also wrote to ushakov , who pointed out that any safety risk for the damage does not pose , but &quot; looks like a mess , &quot; and the skeitbordists &quot; will have to lash out . &quot;"	"usakovs also wrote on facebook that it does not pose any safety threats , yet &quot; looks inaccurate &quot; and one will &quot; have to chase &quot; skaters ."	-0.955252179	0.727272727	0.977812783	0.555382113
room ceremony at nybc . &quot;	the awarding ceremony of the order of three stars will take place at the house of the blackheads at1 pm .	-0.952346283	0.4	0.844546783	0.142857143
"the gulf found to be a supermarket in westphily , who was found at westphan supermarket , as a 28-year-old in san francisco galicia , said the san francisco court of justice ."	"the body found at the westfield mall wednesday morning was identified as 28-year-old san francisco resident frank galicia , the san francisco medical examiner &apos;s office said ."	-0.927303732	0.666666667	0.972065458	0.45363919
"the other two victims in the car and the police investigate , or one of them has been there ."	the other two victims were not in the car and police are investigating whether any of the wounded men could be a shooter .	-0.912347458	0.731707317	0.960727196	0.5
"the british delegation hopes that the british cycling team , cerot. izcīnīs medals at the olympic games in the middle ."	team gb have come to rely on its mighty track cycling squad to take ownership of the middle period of an olympic games and deliver a host of medals .	-0.911127698	0.75	0.929780112	0.266666667
"slovakia until january ? ? ? ? , and the country holding the presidency of the eu ."	slovakia holds the eu presidency until january .	-0.88641793	0.736842105	0.86650942	0.250691697
mccain detori victory in 3000 after the Ņūmārketā predilecton with horses	"frankie dettori reaches 3,000 winners with victory at newmarket on predilection"	-0.881948331	0.695652174	0.914972546	0.181818182
at the same time to put pressure on the weapon and take bows inflicts on against me and finally hands him a gun and go further tēmēt on him .	"at the same time , put weight on the gun and punch the attacker in the chest , then twist the gun from his grip before backing up and pointing it at him ."	-0.880999369	0.7	0.964619899	0.352941176
the result 12 : 0 and the british team did not even really pieskārusies bomb .	12-0 and gb had hardly touched the ball .	-0.878501737	0.695652174	0.83457187	0.153141941
this morning could not pagulēt .	"&apos;this morning , we couldn &apos;t sleep . &apos;"	-0.865957208	0.714285714	0.885470011	0.176470588
"we must ensure that young girls who inspires simona , gabija and laurija , cheaper gymnastic training opportunities ."	"we must bring more affordable and accessible gymnastics training to the communities of countless young girls who are inspired by simone , gabby and laurie ."	-0.865588853	0.8	0.974787707	0.346153846
"the report states that in the first half of 2015 the central pārvaldniecības press releases , statements and reports to congress the situation considerably topsoil light than was actually ."	"&quot; throughout the first half of 2015 , many central command press releases , statements and congressional testimonies were significantly more positive than actual events , &quot; the report said ."	-0.847873232	0.690909091	0.959311851	0.428571429
"vo canton &apos;s police report said that desperately wanting to commit suicide , the woman had been trapped on a road in the dark , where several machines fled her ."	"a woman lay down in the dark on the road &quot; in a desperate act &quot; and was hit by several vehicles , vaud police said in a statement ."	-0.829488655	0.666666667	0.969289368	0.441176471
"what the lord is telling : &quot; he loved the european cuisine , such as fish with cucumber sauce . &quot;"	"&quot; he liked to eat continental cuisine , like fish with cucumber sauce , &quot; mr. coe said ."	-0.817687086	0.705882353	0.963723442	0.558001623
attempts to contact could not successfully .	attempts to reach phillip were unsuccessful .	-0.814604245	0.833333333	0.915814773	0.428571429
"veidojās ķēdīte - unconvincing absorbed to serve , the second floor often fly too close to the network and samoilovam remained very little version of the resulting attack ."	"one could observe a chain pattern : unconvincing return of a serve , the second pass sometimes flies too close to the net and samoilovs having few options for an efficient attack ."	-0.813747026	0.714285714	0.966134786	0.393939394
no one did not want to die - this feeling over vējainā europe korta throughout the whole match .	nobody wanted to &quot; die &quot; - this feeling could be sensed over the windy court for the entire match .	-0.812346672	0.722222222	0.927179722	0.36
the result of 12 : 0 and the british team did not even really pieskārusies will go .	12-0 and gb had hardly touched the ball .	-0.803936472	0.64	0.82240988	0.12262648
"uash olympic traveller received a day when the composition of the latvian delegation was officially announced , but he was later told leta that it was quite safe to have been driving since april ."	"upelnieks was officially confirmed to participate in the olympics only on the day when the composition of the latvian team was unveiled , yet he later told leta he had been rather sure of going to the olympics already since april ."	-0.792028031	0.767123288	0.97833548	0.476190476
"the rest of the stiff , always very correct ."	"by comparison , others appear quite stiff and concerned about &quot; correctness &quot; ."	-0.788770121	0.7	0.877511866	0.166666667
"&quot; we are not perched to them because they were fleeing on the pitch , picked up with the civilians , &quot; said kurdu menbij , a spokesman for the military council ."	"&quot; we did not shoot at them , because they took civilians with them when fleeing to jarabulus , &quot; press officer of the kurdish manbij military council announced ."	-0.784641757	0.75	0.975919085	0.565483941
eu the previous day will preside over the festive vigīlijas worship .	i lead the service of vigilia on the day before .	-0.773631411	0.666666667	0.915820711	0.332036624
"as long as is expected of the expert &apos;s opinion , būvvalde decided that the two apartments may not operate - and that is in the works , and dmitry flat ."	"while the expert is preparing his opinion , the construction board has made a decision that both apartments cannot be used : both the one where the construction works take place and dmitrijs &apos; ."	-0.769588256	0.709677419	0.955243803	0.421052632
mr hofstellers added : &quot; the prosecutor will be clarified . &quot;	"that &apos;s what the prosecutor must determine , &quot; said hofstetter ."	-0.767167389	0.761904762	0.956897704	0.470588235
the processing of meat and egg termism makes it easier for the products to be produced by the products and other mineral substances in the absorption organisms .	"moreover , thermal processing of meat and eggs facilitates the absorption of iron and other minerals contained in these foods ."	-0.767001169	0.739130435	0.952655234	0.341205386
"ceturdienas playing bama opened the results , achieving the goals in the first half with the rear shots from close distance ."	"on thursday night , bam opened the scoring in the first half with a backhand shot from close in ."	-0.764799942	0.894736842	0.965991409	0.49766058
"zemgals proclaimed by the latvian state , but gratuitous has remained widely described the first latvian president john Čakstes and egypt during the last presidential ceremony at shade ."	"zemgals was among those who declared the statehood of latvia but later remained undeservedly overshadowed by the oft-mentioned first president of latvia , janis cakste , as well as the last pre-war period president , karlis ulmanis ."	-0.75688081	0.73015873	0.959174072	0.315789474
"the early times of the sun , venus was about 30 percent brighter ."	early venus also benefited from a sun that was 30 percent dimmer .	-0.749694218	0.75	0.940993845	0.498594427
after pārspēl nakarav of further increased the lead and by the end was more than a minute ... the end of the first half .	nakarawa added another from the restart and there was still over a minute on the clock ... in the first half .	-0.738548678	0.790697674	0.940005468	0.436262646
"we must ensure young girls , who inspires simona , gabija and laurijas cheaper gymnastic training opportunities ."	"we must bring more affordable and accessible gymnastics training to the communities of countless young girls who are inspired by simone , gabby and laurie ."	-0.733201304	0.717948718	0.975184585	0.346153846
"ivanova instead appointed a post in charge of blame , who had been his deputy since 2012 ."	"mr ivanov &apos;s deputy since 2012 , anton vaino , has been appointed as his successor ."	-0.729630216	0.774193548	0.959846828	0.4
&quot; we &apos;ll be in the first olympic games . &quot;	it will be the first olympic games in our judo fighter &apos;s career .	-0.72959431	0.72	0.897507575	0.554631261
"the court found that rahman said &quot; cynically distorted &quot; our muslim communities and religious vision apklusināja his critics , accusing them of racism and islamophobia ."	the court found rahman &quot; cynically perverted &quot; the religious feeling of his muslim community and silenced his critics with accusations of racism and islamophobia .	-0.72070879	0.76	0.984762676	0.67705127
sir lilan strongly criticises police metropoles toverhamletas that has not been charged in the case .	"sir eric savages the metropolitan police , saying it is &quot; astonishing &quot; that no criminal charges were brought after the tower hamlets case ."	-0.720313565	0.736842105	0.948423547	0.206896552
"the rewards and berries contain fibres which , according to the canadian scientists &apos; conclusions , are controlling the greets - the stigmatisation of stimulating hormones - and thus also a sense of salute ."	"oatmeal and berries contain dietary fiber which , according to some findings of canadian scientists , control ghrelin , a hormone responsible for appetite and the amount of food we eat ."	-0.71111197	0.75862069	0.972742471	0.427672664
the report was commissioned by dashingstrite after the scandal in connection with the city of tauerhamletas .	the report was ordered by downing street in the wake of the tower hamlets voting scandal in east london .	-0.687810487	0.742857143	0.972402278	0.5
the renovation of public transport and rebuilt the ceiling for public transport .	"public transport stops have been renovated , and a square for public transport maneuvering ( for making turns ) has been built anew ."	-0.68561377	0.6875	0.938237062	0.291666667
"grīdās and the holes in the walls were broken , everywhere was scattered too widely over the waste and the walls were bare with graffiti ."	"the walls were left with gaping holes , floorboards were ripped up , rubbish was strewn over the floor and graffiti was daubed on the walls ."	-0.683734466	0.75	0.970348171	0.555555556
"the city &apos;s sort of basic stone of this idea has been laid in 1936 , with the creation of the burkarda dzeen monument to janim rozentam , who stands at the museum ."	"the riga city has preceded this idea in 1936 by erecting a monument for janis rozentals by sculptor burkards dzenis , which is stands in front of the museum ."	-0.676415744	0.733333333	0.971834623	0.369548464
i started with sports competitions .	the day starts with a sports contest .	-0.674587011	0.833333333	0.909738619	0.375
the low nuts of butter and the bar are not compatible .	peanut butter has nothing to say to a baked onion .	-0.674456063	0.666666667	0.892591318	0.166018312
"the fiscal women home dvr is a lie , because it is a sánchez-led government ."	"when arriving at the house of the woman &apos;s partner , the police officers found out that the woman is sleeping , because she is under strong influence of alcohol ."	-0.653317349	0.681818182	0.93957944	0.176470588
"the olympic games will be divided into 24 medals - a lovely shot , mild mileage , tread cycling , paste , trapping , judging , academia , shooting , floating , tense and scourge ."	"24 sets of medals will be granted in today &apos;s olympic events : archery , track and field , track cycling , equestrian , fencing , diving , judo , rowing , shooting , swimming , tennis and weightlifting ."	-0.641412512	0.703703704	0.984844157	0.418604651
"group without the above musicians acted such outstanding musicians as hugo , wave , a stern , watchful krieviņš r. stark , jube rācenāj , pusbarniek , ainars talis in virgo , leo breeze , guntars coopers , dainis virga , thomas klein and many more ."	"such popular musicians as igo , vilnis krievins , modris sterns , valdis starks , laims racenajs , talis pusbarnieks , ainars virga , aivars brize , guntars mucenieks , dainis virga , tomass kleins and many more can be mentioned among the participants of the band ."	-0.637427436	0.739726027	0.990135224	0.479166667
"the administration has introduced all of a total of five national control ( a ) recommendations regarding the project to infrastructure development , are now being excavated in respect of the implementation of the office ."	"the riga free port administration has implemented all five recommendations by the state control ( sc ) concerning the transfer of port activities away from the city center within the project &quot; infrastructure development of the krievu island port &quot; , the company informed portal diena.lv ."	-0.636123815	0.657894737	0.972175656	0.37254902
"the castle to refurbish several rooms , including two viewers medicines , as well as building adapted for people with reduced mobility ."	"it is planned to renovate several interior parts of the palace , including two auditoriums , and to make the building accessible for persons with reduced mobility ."	-0.632328697	0.666666667	0.974500076	0.464285714
the agency leta already reported thursday that weight category up to 100 kilograms if the loss in his first fight in the experienced latvian judo wrestler eugene borodavk .	nthe news agency leta previously reported that the latvian judo fighter jevgenijs borodavko lost his first fight in the division over 100 kg on thursday .	-0.622096443	0.754716981	0.979187727	0.514051948
"after the vote , which was rejected a proposed contract conditions , recommended by ozil , resignation to the new representative of the doctors , dr johann malawana ."	"the bma &apos;s junior doctor leader , dr johann malawana , resigned following the vote to reject the negotiated terms of the contract , which the bma had recommended ."	-0.620334195	0.745098039	0.981056923	0.484848485
